web_scraper_order,web_scraper_start_url,data,title,data2,title2,data3,data5,name,data7,data8,data11,data14,image,image2,image3,image4,image6
758766-2268,https://www.magicbricks.com/search/bengaluru,₹ 1.95 Cr,2 BHK Apartment in Indiranagar,1256 sqft,Apartment,2 BHK,Under Construction,"Indiranagar, Bengaluru",A beautiful 2 BHK property in Indiranagar with modern amenities.,7 of 28,1,Unfurnished,https://images.property.com/img_996.jpg,https://images.property.com/img_819.jpg,https://images.property.com/img_414.jpg,https://images.property.com/img_935.jpg,https://images.property.com/img_912.jpg
583798-5182,https://www.housingcom.com/search/bengaluru,₹ 1.01 Cr,2 BHK Apartment in HSR Layout,1118 sqft,Apartment,2 BHK,Ready to Move,"HSR Layout, Bengaluru",A beautiful 2 BHK property in HSR Layout with modern amenities.,12 of 20,3,Unfurnished,https://images.property.com/img_230.jpg,https://images.property.com/img_952.jpg,https://images.property.com/img_380.jpg,https://images.property.com/img_252.jpg,https://images.property.com/img_413.jpg
706502-5287,https://www.nobroker.com/search/mumbai,₹ 1.36 Cr,1 BHK Apartment in Powai,564 sqft,Apartment,1 BHK,Under Construction,"Powai, Mumbai",A beautiful 1 BHK property in Powai with modern amenities.,12 of 29,2,Fully Furnished,https://images.property.com/img_908.jpg,https://images.property.com/img_183.jpg,https://images.property.com/img_124.jpg,https://images.property.com/img_22.jpg,https://images.property.com/img_453.jpg
243466-4546,https://www.nobroker.com/search/mumbai,₹ 2.67 Cr,3 BHK Apartment in Borivali West,1485 sqft,Apartment,3 BHK,Under Construction,"Borivali West, Mumbai",A beautiful 3 BHK property in Borivali West with modern amenities.,11 of 19,1,Fully Furnished,https://images.property.com/img_869.jpg,https://images.property.com/img_126.jpg,https://images.property.com/img_901.jpg,https://images.property.com/img_991.jpg,https://images.property.com/img_50.jpg
489770-9320,https://www.nobroker.com/search/mumbai,₹ 98.83 L,1 BHK Apartment in Borivali West,591 sqft,Apartment,1 BHK,Ready to Move,"Borivali West, Mumbai",A beautiful 1 BHK property in Borivali West with modern amenities.,7 of 29,1,Unfurnished,https://images.property.com/img_117.jpg,https://images.property.com/img_32.jpg,https://images.property.com/img_644.jpg,https://images.property.com/img_983.jpg,https://images.property.com/img_804.jpg
738656-8554,https://www.housingcom.com/search/bengaluru,₹ 1.58 Cr,3 BHK Apartment in Hebbal,1428 sqft,Apartment,3 BHK,Under Construction,"Hebbal, Bengaluru",A beautiful 3 BHK property in Hebbal with modern amenities.,3 of 23,1,Unfurnished,https://images.property.com/img_552.jpg,https://images.property.com/img_572.jpg,https://images.property.com/img_501.jpg,https://images.property.com/img_232.jpg,https://images.property.com/img_985.jpg
881355-6986,https://www.99acres.com/search/mumbai,₹ 2.80 Cr,4 BHK Apartment in Thane West,2552 sqft,Apartment,4 BHK,Ready to Move,"Thane West, Mumbai",A beautiful 4 BHK property in Thane West with modern amenities.,9 of 24,2,Semi-Furnished,https://images.property.com/img_27.jpg,https://images.property.com/img_475.jpg,https://images.property.com/img_478.jpg,https://images.property.com/img_485.jpg,https://images.property.com/img_30.jpg
744118-1494,https://www.nobroker.com/search/mumbai,₹ 2.48 Cr,3 BHK Apartment in Borivali West,1509 sqft,Apartment,3 BHK,Under Construction,"Borivali West, Mumbai",A beautiful 3 BHK property in Borivali West with modern amenities.,9 of 15,2,Unfurnished,https://images.property.com/img_630.jpg,https://images.property.com/img_87.jpg,https://images.property.com/img_114.jpg,https://images.property.com/img_751.jpg,https://images.property.com/img_450.jpg
478810-1588,https://www.magicbricks.com/search/mumbai,₹ 10.25 Cr,4 BHK Apartment in Worli,1912 sqft,Apartment,4 BHK,Ready to Move,"Worli, Mumbai",A beautiful 4 BHK property in Worli with modern amenities.,4 of 21,3,Semi-Furnished,https://images.property.com/img_481.jpg,https://images.property.com/img_493.jpg,https://images.property.com/img_932.jpg,https://images.property.com/img_285.jpg,https://images.property.com/img_835.jpg
586565-3128,https://www.housingcom.com/search/bengaluru,₹ 1.96 Cr,4 BHK Apartment in HSR Layout,2260 sqft,Apartment,4 BHK,Under Construction,"HSR Layout, Bengaluru",A beautiful 4 BHK property in HSR Layout with modern amenities.,14 of 22,5,Semi-Furnished,https://images.property.com/img_89.jpg,https://images.property.com/img_588.jpg,https://images.property.com/img_874.jpg,https://images.property.com/img_807.jpg,https://images.property.com/img_630.jpg
498955-1538,https://www.housingcom.com/search/mumbai,₹ 4.21 Cr,4 BHK Apartment in Andheri East,2028 sqft,Apartment,4 BHK,Under Construction,"Andheri East, Mumbai",A beautiful 4 BHK property in Andheri East with modern amenities.,15 of 16,3,Unfurnished,https://images.property.com/img_757.jpg,https://images.property.com/img_890.jpg,https://images.property.com/img_635.jpg,https://images.property.com/img_196.jpg,https://images.property.com/img_504.jpg
924834-4936,https://www.nobroker.com/search/bengaluru,₹ 83.73 L,1 BHK Apartment in Koramangala,639 sqft,Apartment,1 BHK,Under Construction,"Koramangala, Bengaluru",A beautiful 1 BHK property in Koramangala with modern amenities.,5 of 15,1,Fully Furnished,https://images.property.com/img_44.jpg,https://images.property.com/img_462.jpg,https://images.property.com/img_530.jpg,https://images.property.com/img_650.jpg,https://images.property.com/img_238.jpg
548850-7534,https://www.99acres.com/search/bengaluru,₹ 85.99 L,1 BHK Apartment in Indiranagar,561 sqft,Apartment,1 BHK,Under Construction,"Indiranagar, Bengaluru",A beautiful 1 BHK property in Indiranagar with modern amenities.,4 of 15,1,Semi-Furnished,https://images.property.com/img_728.jpg,https://images.property.com/img_710.jpg,https://images.property.com/img_790.jpg,https://images.property.com/img_148.jpg,https://images.property.com/img_411.jpg
925926-8737,https://www.housingcom.com/search/mumbai,₹ 11.36 Cr,4 BHK Apartment in Bandra West,2608 sqft,Apartment,4 BHK,Ready to Move,"Bandra West, Mumbai",A beautiful 4 BHK property in Bandra West with modern amenities.,1 of 26,4,Fully Furnished,https://images.property.com/img_611.jpg,https://images.property.com/img_18.jpg,https://images.property.com/img_469.jpg,https://images.property.com/img_104.jpg,https://images.property.com/img_615.jpg
177532-8280,https://www.magicbricks.com/search/bengaluru,₹ 1.42 Cr,2 BHK Apartment in Koramangala,1092 sqft,Apartment,2 BHK,Ready to Move,"Koramangala, Bengaluru",A beautiful 2 BHK property in Koramangala with modern amenities.,12 of 21,3,Unfurnished,https://images.property.com/img_493.jpg,https://images.property.com/img_55.jpg,https://images.property.com/img_828.jpg,https://images.property.com/img_741.jpg,https://images.property.com/img_772.jpg
143472-9411,https://www.housingcom.com/search/bengaluru,₹ 1.43 Cr,3 BHK Apartment in Hebbal,1467 sqft,Apartment,3 BHK,Under Construction,"Hebbal, Bengaluru",A beautiful 3 BHK property in Hebbal with modern amenities.,14 of 27,2,Semi-Furnished,https://images.property.com/img_17.jpg,https://images.property.com/img_268.jpg,https://images.property.com/img_157.jpg,https://images.property.com/img_343.jpg,https://images.property.com/img_549.jpg
833539-3309,https://www.housingcom.com/search/bengaluru,₹ 3.12 Cr,4 BHK Apartment in Indiranagar,2008 sqft,Apartment,4 BHK,Ready to Move,"Indiranagar, Bengaluru",A beautiful 4 BHK property in Indiranagar with modern amenities.,9 of 24,5,Fully Furnished,https://images.property.com/img_810.jpg,https://images.property.com/img_425.jpg,https://images.property.com/img_413.jpg,https://images.property.com/img_528.jpg,https://images.property.com/img_291.jpg
690100-7572,https://www.99acres.com/search/mumbai,₹ 1.15 Cr,1 BHK Apartment in Andheri East,620 sqft,Apartment,1 BHK,Under Construction,"Andheri East, Mumbai",A beautiful 1 BHK property in Andheri East with modern amenities.,6 of 17,2,Semi-Furnished,https://images.property.com/img_886.jpg,https://images.property.com/img_379.jpg,https://images.property.com/img_518.jpg,https://images.property.com/img_745.jpg,https://images.property.com/img_487.jpg
766499-9368,https://www.magicbricks.com/search/bengaluru,₹ 1.90 Cr,3 BHK Apartment in HSR Layout,1998 sqft,Apartment,3 BHK,Under Construction,"HSR Layout, Bengaluru",A beautiful 3 BHK property in HSR Layout with modern amenities.,4 of 30,4,Semi-Furnished,https://images.property.com/img_604.jpg,https://images.property.com/img_286.jpg,https://images.property.com/img_280.jpg,https://images.property.com/img_824.jpg,https://images.property.com/img_626.jpg
569388-3076,https://www.99acres.com/search/bengaluru,₹ 1.15 Cr,2 BHK Apartment in Hebbal,1264 sqft,Apartment,2 BHK,Under Construction,"Hebbal, Bengaluru",A beautiful 2 BHK property in Hebbal with modern amenities.,1 of 28,2,Unfurnished,https://images.property.com/img_566.jpg,https://images.property.com/img_426.jpg,https://images.property.com/img_736.jpg,https://images.property.com/img_847.jpg,https://images.property.com/img_143.jpg
627089-9533,https://www.nobroker.com/search/mumbai,₹ 5.32 Cr,2 BHK Apartment in Worli,1004 sqft,Apartment,2 BHK,Ready to Move,"Worli, Mumbai",A beautiful 2 BHK property in Worli with modern amenities.,10 of 21,3,Semi-Furnished,https://images.property.com/img_647.jpg,https://images.property.com/img_323.jpg,https://images.property.com/img_119.jpg,https://images.property.com/img_168.jpg,https://images.property.com/img_309.jpg
438308-4216,https://www.nobroker.com/search/mumbai,₹ 5.22 Cr,4 BHK Apartment in Andheri East,2500 sqft,Apartment,4 BHK,Ready to Move,"Andheri East, Mumbai",A beautiful 4 BHK property in Andheri East with modern amenities.,11 of 15,2,Semi-Furnished,https://images.property.com/img_421.jpg,https://images.property.com/img_863.jpg,https://images.property.com/img_754.jpg,https://images.property.com/img_597.jpg,https://images.property.com/img_993.jpg
432735-7530,https://www.nobroker.com/search/bengaluru,₹ 2.20 Cr,2 BHK Apartment in Indiranagar,1340 sqft,Apartment,2 BHK,Under Construction,"Indiranagar, Bengaluru",A beautiful 2 BHK property in Indiranagar with modern amenities.,6 of 19,2,Semi-Furnished,https://images.property.com/img_829.jpg,https://images.property.com/img_920.jpg,https://images.property.com/img_100.jpg,https://images.property.com/img_260.jpg,https://images.property.com/img_318.jpg
860996-8912,https://www.nobroker.com/search/bengaluru,₹ 1.49 Cr,2 BHK Apartment in Indiranagar,1048 sqft,Apartment,2 BHK,Under Construction,"Indiranagar, Bengaluru",A beautiful 2 BHK property in Indiranagar with modern amenities.,5 of 27,2,Fully Furnished,https://images.property.com/img_999.jpg,https://images.property.com/img_498.jpg,https://images.property.com/img_19.jpg,https://images.property.com/img_325.jpg,https://images.property.com/img_103.jpg
205197-4185,https://www.housingcom.com/search/bengaluru,₹ 62.77 L,1 BHK Apartment in Hebbal,568 sqft,Apartment,1 BHK,Under Construction,"Hebbal, Bengaluru",A beautiful 1 BHK property in Hebbal with modern amenities.,15 of 16,1,Unfurnished,https://images.property.com/img_810.jpg,https://images.property.com/img_809.jpg,https://images.property.com/img_232.jpg,https://images.property.com/img_626.jpg,https://images.property.com/img_112.jpg
132464-5623,https://www.nobroker.com/search/mumbai,₹ 1.27 Cr,1 BHK Apartment in Powai,488 sqft,Apartment,1 BHK,Ready to Move,"Powai, Mumbai",A beautiful 1 BHK property in Powai with modern amenities.,14 of 28,1,Fully Furnished,https://images.property.com/img_479.jpg,https://images.property.com/img_772.jpg,https://images.property.com/img_619.jpg,https://images.property.com/img_257.jpg,https://images.property.com/img_451.jpg
167086-3733,https://www.magicbricks.com/search/bengaluru,₹ 1.26 Cr,2 BHK Apartment in Hebbal,1210 sqft,Apartment,2 BHK,Under Construction,"Hebbal, Bengaluru",A beautiful 2 BHK property in Hebbal with modern amenities.,7 of 22,3,Semi-Furnished,https://images.property.com/img_121.jpg,https://images.property.com/img_326.jpg,https://images.property.com/img_6.jpg,https://images.property.com/img_321.jpg,https://images.property.com/img_803.jpg
762507-1011,https://www.housingcom.com/search/bengaluru,₹ 1.51 Cr,2 BHK Apartment in Indiranagar,1048 sqft,Apartment,2 BHK,Ready to Move,"Indiranagar, Bengaluru",A beautiful 2 BHK property in Indiranagar with modern amenities.,6 of 24,3,Fully Furnished,https://images.property.com/img_681.jpg,https://images.property.com/img_792.jpg,https://images.property.com/img_764.jpg,https://images.property.com/img_66.jpg,https://images.property.com/img_85.jpg
768855-7583,https://www.nobroker.com/search/bengaluru,₹ 62.46 L,2 BHK Apartment in Electronic City,1062 sqft,Apartment,2 BHK,Under Construction,"Electronic City, Bengaluru",A beautiful 2 BHK property in Electronic City with modern amenities.,8 of 25,3,Fully Furnished,https://images.property.com/img_167.jpg,https://images.property.com/img_654.jpg,https://images.property.com/img_98.jpg,https://images.property.com/img_61.jpg,https://images.property.com/img_22.jpg
836530-6101,https://www.housingcom.com/search/mumbai,₹ 2.34 Cr,1 BHK Apartment in Bandra West,559 sqft,Apartment,1 BHK,Under Construction,"Bandra West, Mumbai",A beautiful 1 BHK property in Bandra West with modern amenities.,7 of 25,2,Semi-Furnished,https://images.property.com/img_464.jpg,https://images.property.com/img_789.jpg,https://images.property.com/img_200.jpg,https://images.property.com/img_45.jpg,https://images.property.com/img_905.jpg
607319-5340,https://www.housingcom.com/search/mumbai,₹ 4.74 Cr,4 BHK Apartment in Borivali West,2604 sqft,Apartment,4 BHK,Ready to Move,"Borivali West, Mumbai",A beautiful 4 BHK property in Borivali West with modern amenities.,2 of 25,4,Semi-Furnished,https://images.property.com/img_295.jpg,https://images.property.com/img_529.jpg,https://images.property.com/img_708.jpg,https://images.property.com/img_714.jpg,https://images.property.com/img_228.jpg
514902-9217,https://www.99acres.com/search/bengaluru,₹ 2.15 Cr,4 BHK Apartment in HSR Layout,2272 sqft,Apartment,4 BHK,Under Construction,"HSR Layout, Bengaluru",A beautiful 4 BHK property in HSR Layout with modern amenities.,4 of 19,5,Unfurnished,https://images.property.com/img_511.jpg,https://images.property.com/img_131.jpg,https://images.property.com/img_255.jpg,https://images.property.com/img_761.jpg,https://images.property.com/img_571.jpg
915746-1778,https://www.magicbricks.com/search/mumbai,₹ 2.65 Cr,2 BHK Apartment in Powai,964 sqft,Apartment,2 BHK,Ready to Move,"Powai, Mumbai",A beautiful 2 BHK property in Powai with modern amenities.,12 of 30,1,Unfurnished,https://images.property.com/img_899.jpg,https://images.property.com/img_47.jpg,https://images.property.com/img_653.jpg,https://images.property.com/img_210.jpg,https://images.property.com/img_548.jpg
514211-9070,https://www.99acres.com/search/bengaluru,₹ 2.00 Cr,4 BHK Apartment in Whitefield,2772 sqft,Apartment,4 BHK,Ready to Move,"Whitefield, Bengaluru",A beautiful 4 BHK property in Whitefield with modern amenities.,10 of 29,4,Semi-Furnished,https://images.property.com/img_650.jpg,https://images.property.com/img_414.jpg,https://images.property.com/img_589.jpg,https://images.property.com/img_598.jpg,https://images.property.com/img_980.jpg
943447-6530,https://www.housingcom.com/search/mumbai,₹ 1.07 Cr,1 BHK Apartment in Powai,453 sqft,Apartment,1 BHK,Under Construction,"Powai, Mumbai",A beautiful 1 BHK property in Powai with modern amenities.,5 of 27,2,Semi-Furnished,https://images.property.com/img_665.jpg,https://images.property.com/img_781.jpg,https://images.property.com/img_232.jpg,https://images.property.com/img_614.jpg,https://images.property.com/img_287.jpg
